class_name,class_tag,instructors,term,session,start_date,end_date,days,start_time,end_time,class_number,course_id,consent,enrolled,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,instruction_mode,curriculum_phase,visiting_clerks,required_course,distributional_electives,mds/mde_rec._elec.,up_project_based,up_concentration,up_methods,limited_enrollment,studio_option,academic_areas,waitlist,credit_type
Reading and Research,HISTSCI 3001 020,['Katharine Park'],2023 Fall,Full Term,9/5/2023,12/5/2023,13480,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 020,['Katharine Park'],2024 Spring,Full Term,1/22/2024,4/24/2024,12842,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 021,['Scott Podolsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13481,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 021,['Scott Podolsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,12843,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 022,['Sarah Richardson'],2023 Fall,Full Term,9/5/2023,12/5/2023,13888,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 022,['Sarah Richardson'],2024 Spring,Full Term,1/22/2024,4/24/2024,13187,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 023,['Mark Schiefsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13942,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 023,['Mark Schiefsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,13256,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 024,['Victor Seow'],2023 Fall,Full Term,9/5/2023,12/5/2023,13943,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 024,['Victor Seow'],2024 Spring,Full Term,1/22/2024,4/24/2024,13257,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 025,['Gabriela Soto Laveaga'],2023 Fall,Full Term,9/5/2023,12/5/2023,13986,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 025,['Gabriela Soto Laveaga'],2024 Spring,Full Term,1/22/2024,4/24/2024,13286,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 026,['Benjamin Wilson'],2023 Fall,Full Term,9/5/2023,12/5/2023,14423,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Reading and Research,HISTSCI 3001 026,['Benjamin Wilson'],2024 Spring,Full Term,1/22/2024,4/24/2024,13321,116549,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Reading and Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 001,['Eram Alam'],2023 Fall,Full Term,9/5/2023,12/5/2023,12388,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 001,['Eram Alam'],2024 Spring,Full Term,1/22/2024,4/24/2024,12844,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 002,['Allan Brandt'],2023 Fall,Full Term,9/5/2023,12/5/2023,13482,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 002,['Allan Brandt'],2024 Spring,Full Term,1/22/2024,4/24/2024,14260,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 003,['Janet Browne'],2023 Fall,Full Term,9/5/2023,12/5/2023,13483,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 003,['Janet Browne'],2024 Spring,Full Term,1/22/2024,4/24/2024,12845,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 004,['Alex Csiszar'],2023 Fall,Full Term,9/5/2023,12/5/2023,13484,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 004,['Alex Csiszar'],2024 Spring,Full Term,1/22/2024,4/24/2024,12846,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 005,['Peter Galison'],2023 Fall,Full Term,9/5/2023,12/5/2023,13485,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 005,['John Durant'],2024 Spring,Full Term,1/22/2024,4/24/2024,12847,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 006,['Evelynn Hammonds'],2023 Fall,Full Term,9/5/2023,12/5/2023,13486,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 006,['Peter Galison'],2024 Spring,Full Term,1/22/2024,4/24/2024,12848,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 007,['Anne Harrington'],2023 Fall,Full Term,9/5/2023,12/5/2023,13487,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 007,['Evelynn Hammonds'],2024 Spring,Full Term,1/22/2024,4/24/2024,12849,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 008,['Matthew Hersch'],2023 Fall,Full Term,9/5/2023,12/5/2023,13488,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 008,['Anne Harrington'],2024 Spring,Full Term,1/22/2024,4/24/2024,12850,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 009,['Sheila Jasanoff'],2023 Fall,Full Term,9/5/2023,12/5/2023,13489,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 009,['Matthew Hersch'],2024 Spring,Full Term,1/22/2024,4/24/2024,12851,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 010,['David Shumway Jones'],2023 Fall,Full Term,9/5/2023,12/5/2023,13490,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 010,['Sheila Jasanoff'],2024 Spring,Full Term,1/22/2024,4/24/2024,12852,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 011,['Shigehisa Kuriyama'],2023 Fall,Full Term,9/5/2023,12/5/2023,13491,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 011,['David Shumway Jones'],2024 Spring,Full Term,1/22/2024,4/24/2024,12853,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 012,['Rebecca Lemov'],2023 Fall,Full Term,9/5/2023,12/5/2023,13492,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 012,['Shigehisa Kuriyama'],2024 Spring,Full Term,1/22/2024,4/24/2024,12854,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 013,['Elizabeth Lunbeck'],2023 Fall,Full Term,9/5/2023,12/5/2023,13493,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 013,['Rebecca Lemov'],2024 Spring,Full Term,1/22/2024,4/24/2024,12855,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 014,['Hannah Marcus'],2023 Fall,Full Term,9/5/2023,12/5/2023,13494,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 014,['Elizabeth Lunbeck'],2024 Spring,Full Term,1/22/2024,4/24/2024,12856,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 015,['Hannah Marcus'],2024 Spring,Full Term,1/22/2024,4/24/2024,12857,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 016,['Robb Moss'],2023 Fall,Full Term,9/5/2023,12/5/2023,13496,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 017,['Naomi Oreskes'],2023 Fall,Full Term,9/5/2023,12/5/2023,13497,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 017,['Robb Moss'],2024 Spring,Full Term,1/22/2024,4/24/2024,12859,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 018,['Scott Podolsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13498,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 018,['Naomi Oreskes'],2024 Spring,Full Term,1/22/2024,4/24/2024,12860,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 019,['Sarah Richardson'],2023 Fall,Full Term,9/5/2023,12/5/2023,13499,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 019,['Scott Podolsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,12861,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 020,['Mark Schiefsky'],2023 Fall,Full Term,9/5/2023,12/5/2023,13889,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 020,['Sarah Richardson'],2024 Spring,Full Term,1/22/2024,4/24/2024,12862,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 021,['Victor Seow'],2023 Fall,Full Term,9/5/2023,12/5/2023,13944,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 021,['Charles Rosenberg'],2024 Spring,Full Term,1/22/2024,4/24/2024,13052,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 022,['Gabriela Soto Laveaga'],2023 Fall,Full Term,9/5/2023,12/5/2023,13945,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 022,['Mark Schiefsky'],2024 Spring,Full Term,1/22/2024,4/24/2024,13188,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
Guided Research,HISTSCI 3002 023,['Benjamin Wilson'],2023 Fall,Full Term,9/5/2023,12/5/2023,14943,115473,Instructor,No Limit,Faculty of Arts & Sciences,History of Science,History of Science,4-16,Thesis Research,FAS Satisfactory/Unsatisfactory,Available for Harvard Cross Registration,,,,,,,Cambridge Campus,,,,,,,,,,,,,
